NVS_Training_Object_ID,NVS_Training_Action,NVS_Course_Training_Provider,NVS_Course_Training_Title_x,NVS_Course_Description_x,Description sufficient,Reason if insufficient
5804e7b7-0e30-42f9-839d-869c94a0bb3f,Keep,NBS,NovoConomics,"NovoConomics is a highly interactive full day training providing an understanding of basic financial principles to non-finance Novartis associates. The course is based on a simulation game representing a pharma company business cycle (Management of the pipeline, R&D, commercial, production, supporting functions). The game provides participants with a hands on understanding of how the strategy and decisions are impacting the company's finances while also creating a clear link to key financial concepts such as: balance sheet, income statement, company value. Participants are split in 5 teams (3-4 associate per team) sharing a highly competitive pharmaceutical market and have to run 4 financial years. All along the game, key financial concepts will be introduced such as profitability, planning/budgeting, valuations, short term results vs long term growth. The game gives the possibility to the facilitator to adapt key messages and even rules (with the introductions of events) to the audience. Participants are ver",,
f10b747b-8480-4e40-a489-86d32a3c78c7,Keep,Global Drug Development,On the job training - Thermometer,On the job training - Thermometer.,,
ba38e292-eaea-4408-a004-86d308f6c5ba,Keep,Novartis Learning Institute,Feedback2Feedforward,"PLEASE KINDLY COMPLETE THE PRE-WORK BEFORE ARRIVING AT YOUR SCHEDULED LIVE PRACTICE SESSION:  Online Module and Prepare to Practice Guide

Feedback2Feedforward consists of an initial knowledge building component via a 1-hour online module, followed by a 2.5-hours workshop with peer coaching trios for ongoing feedback practice.          
On completion of the course, you should be able to: 
- Become more comfortable having honest and timely Feedback2Feedforward conversations 
- Build skill and confidence in using a structured framework called COIN to give and receive constructive feedback 
- Prepare to deliver effective Feedback2Feedforward conversations with others 
 
Target Audience: 
This course is recommended for all associates and managers who want to provide more honest, timely feedback, while making it safe for others to give them constructive feedback.",,
ba38e292-eaea-4408-a004-86d308f6c5ba,Keep,Novartis Learning Institute,Feedback2Feedforward,"PLEASE KINDLY COMPLETE THE PRE-WORK BEFORE ARRIVING AT YOUR SCHEDULED LIVE PRACTICE SESSION:  Online Module and Prepare to Practice Guide

Feedback2Feedforward consists of an initial knowledge building component via a 1-hour online module, followed by a 2.5-hours workshop with peer coaching trios for ongoing feedback practice.          
On completion of the course, you should be able to: 
- Become more comfortable having honest and timely Feedback2Feedforward conversations 
- Build skill and confidence in using a structured framework called COIN to give and receive constructive feedback 
- Prepare to deliver effective Feedback2Feedforward conversations with others 
 
Target Audience: 
This course is recommended for all associates and managers who want to provide more honest, timely feedback, while making it safe for others to give them constructive feedback.",,
6dfcb66a-dc82-4f0c-9764-86eb90666433,Keep,Global Drug Development,Basic Program in Pharmaceutical Medicine (Basic PPM) - A Talent Initiative — Global,"Basic Program in Pharmaceutical Medicine is a program for all those who are interested to gain a basic understanding of the key aspects of drug discovery, pre-clinical development, phases of clinal trials and basics of pharmaceutical development. This program also provides an overview of role of regulatory affairs and regulatory CMC, how global clinical supply and data management fits in the scheme of drug development, covers the importance of pharmacovigilance in ensuring patient safety, Novartis Quality Management System, importance of medical communications, medical affairs and concludes the program by touching upon the importance of IP protection in the pharmaceutical industry. 
 
This is a 28-hour long learning journey, scheduled from Sep to Dec, delivered virtually via MS Teams, which will provide the participants with a comprehensive vision of various other functions, enable them to better contribute to their respective functions and strengthen their functional competence.",,
5cf9e99d-f6e0-4518-a10d-86f7ddf633f1,Keep,Global Drug Development,Basic Program in Pharmaceutical Medicine (Batch 13: April 2021-Aug 2021),An assessment taken by users after attending session on Basic PPM during the period between April-Aug 2021.,,
5246eac7-10fd-46c6-91e1-89fc53712d12,Keep,NBS,"Finance""High-impact communications""(FHICC_Finance Academy)","The Finance “High-impact communications and culture” training focuses on building strong, agile communications skills to be successful in a wide range of situations.   There are three core modules in FHICC Wave 1, each of which is ½-day long (4 hours):  Module 1: “Communicate to build connections,” which focuses on basic communications, building rapport, the role of empathy and emotional intelligence in communications, and cross-cultural communication. This also covers different communication styles and how to adapt to other styles.  Module 2: “Storytelling to engage,” to help people engage, motivate and build trust with people around them, foster a sense of purpose and build communities through stories. The group will explore why stories connect people, what this means for organizations and how this works in a business environment. Participants will have the opportunity to practice telling stories.  Module 3: “Presenting with presence,” where specific tips, tricks and tools around how to de",,
e0c33c41-8d27-4ae4-bd2f-89fdc2309bf2,Keep,Novartis Learning Institute,Powering Business Transformation through Technology,"As Novartis continues on its mission to reimagine medicine and improve the lives of almost 800 million patients that our medicines serve each year, we have a responsibility to challenge ourselves to evolve and enable the emerging business needs. 
Our aspiration is to be a best-in-class technology organization in the global Pharma industry, known for our Focus, Agility and Speed

Join us as we talk to our key business partners about how together we are making this ambition a reality and driving innovation and speed through technology.",,
b31c4c3d-7063-42c3-8650-8a0908e5a343,Keep,NBS,SharePoint Lists and Libraries,"Novartis users who need to understand how to work within a Document Library and List apps in a SharePoint site.  Fundamentals such as uploading and editing documents, adding and editing new items are covered in this topic.    

For a complete course outline: click here  

Prerequisites:   

SharePoint Overview (or equivalent experience)  

To view the recommended training path: click here  

Class not applicable but require assistance? Post your questions in the SharePoint Experts Yammer group: click here  

To register for a LIVE Instructor Led Session,  scroll down to locate the desired session, click the View Details button, and then click the corresponding Request button.   

To launch the RECORDED Instructor Led Session: click here",,
6e3149ff-0c1f-46d8-a4cf-8a1eafdc34ea,Keep,Global Drug Development,TALENT: Basic Program in Pharmaceutical Medicine,"By the end of this session, the associates will have: •	Basic understanding of the key aspects of drug discovery & development  •	Broader vision of various other line functions •	Further strengthening of functional competence",,
a14bcbcc-8107-477f-bafd-8a12b0a3d4fa,Keep,Novartis Learning Institute,RTG : VC-1,"•RTG is a guided 3 part cohort/group learning journey and is completely virtual, using existing Novartis digital platforms for classes, visual podcasts, and self-study. •Yammer is the primary interface to engage participants and distribute content and updates. •The design reinforces accountability for your own learning and is supported by providing guided consumption of “bytes” of content with a journal and social learning resources Cancellation / no show / withdrawal policy: Cancellations within 14 days of the program, withdrawal, non-completion and no shows will be charged $300.    Training Contact: Services, Learning (Gen) learning.services@novartis.com",,
933d6506-a452-4885-9677-8a3246589a56,Keep,Corporate Functions,U: Grow - Developmental Sprint 1,"The Developmental Sprint® is a 4-week experience consisting
of two virtual workshops, weekly virtual peer coaching sessions and weekly
experimentation on the job. It is targeted to leaders who have no experience with the
Immunity to Change (ITC) framework or leaders who have an existing ITC map and
who would like to either refine their One Big Thing (OBT), create a new OBT or
look at the entire ITC map with a new lens and go deeper in the journey of
self-discovery.  The Developmental Sprint® follows a set structure and
continuity of participation is key to your experience and the impact this
experience can make. Therefore, please ensure that you can attend both the
Developmental Sprint Webinar 1 and Developmental Sprint Webinar 2, and can
commit time to practice before registering.",,
93158b7c-6458-4c35-8e31-8a3bc37108d7,Keep,CTS,Databricks Introduction Training,"The main intent of the training is to give Introduction to Databricks: 1) Databricks overview Databricks for Data Engineers • Compute: Spark, Clusters, Photon • Storage: Data ingestion, Delta Lake • Accessing data • ETL framework Demo 2) Databricks ML/ML Ops 3) Databricks Unify Catalog & DQL Session 4) Databricks Streaming Session",,
180e7599-1cb0-45c6-a980-162391c68fdd,Keep,Global Drug Development,TALENT: Basic Program in Pharmaceutical Medicine,"By the end of this session, the associates will have: •	Basic understanding of the key aspects of drug discovery & development  •	Broader vision of various other line functions •	Further strengthening of functional competence",,
b016ea10-f2b5-46a6-a48b-1633089c9109,Keep,Global Drug Development,Understanding the measures behind the Global Burden of Disease (GBD) Study part 1 – Advanced training,"Are you already a user of GBD data? Do you want to have a clearer understanding how the burden measures, such as how a DALY is calculated? Do you want to understand other data available that describes the population beyond disease burden? If you answered YES to any of these questions, then this training is for you!

Course description

IHME’s database contains epidemiology and disease burden measures for 204 countries and territories as well as subnational data for many locations. Incidence, prevalence, mortality and burden metrics (YLDs, YLLs, DALYs) are measured for 3,000+ diseases, injuries and sequela across time and by age and sex. 
This 45min training will provide a deeper understanding of the summary burden metrics in the GBD and how to interpret them, as well as describe additional data sets that help describe the population – such as covariates, the Healthcare Access and Quality Index (HAQ Index), and the Socio-demographic index (SDI). 
To maximize the benefits of this training session, we recomm",,
7db09c0a-bb97-4acb-a6bd-163c3f34f6a2,Keep,NBS,SharePoint Views,"This 30-minute instructor-led session is designed for Novartis users who want to learn how to create custom views within libraries and lists.  Views are a foundation of SharePoint and provide the ability for the SharePoint user to save sort order, filters, grouping and to change what's displayed in the app and in what order it's displayed.

By the end of this course students will know how to:


	Create a view for personal or public use
	Use grouping, sorting, and filtering options to create a view
	Modify a previously created view
	Delete a view no longer needed
	Quickly format a view to improve readability


For a complete course outline: click here

Prerequisites:


	SharePoint Overview (or equivalent experience)
	SharePoint Lists and Libraries (or equivalent experience)


To view the recommended training path: click here

Class not applicable but require assistance? Post your questions in the SharePoint Experts Yammer group: click here

To register for a LIVE instructor-led session, scroll down to locate ",,
bc7b9647-0679-4776-82c7-8d1fad0b018b,Keep,NBS,Ariba SLP live session- LACan,This training is recommended for all associates that manage purchase orders or are involved in purchase order management,,
434ad5cd-4740-4da0-8292-8d1ac767d68c,Keep,NIBR,NIBR ONC Virtual Retreat 2021,NIBR Oncology Virtual Retreat 2021 - Plenary Sessions,,
d9822561-1cc7-433a-b117-8d1378ad147d,Keep,Global Drug Development,Study Design and Build Essentials (SDBE),Study Design and Build Essentials (SDBE) by Medidata trainer,,
bd5c6cdb-a478-44cd-8849-8d1dd8bfce7b,Keep,NBS,P2P ACADEMIES (SIM / VIM / SRM),Sessions on how to use & Tips on Sim / Vim and SRM,,
50c706b1-9e1b-481b-8e13-8d5fbc28b5ea,Keep,CTS,Glint Clinic –  Virtual Session (Introductory Level),"This curriculum is set up to equip P&O Business Partners and P&O People Partners with knowledge on the Glint platform. As an external vendor, Glint is where associates share their feedback and P&O teams can view the results via quarterly surveys such as Our Voice. Explore the pre-work (navigation video and feedback form) and then join us for a 45-min. virtual session on MS Teams",,
065d4bd4-5b91-4298-9d70-c06395f3cf07,Keep,NBS,Best Start LEAP,This is a class for US new hires.,,
8d8bbc48-71f0-43bd-8bec-c0634cdec9f1,Keep,Corporate Functions,U: Grow - Developmental Sprint 1,"The Developmental Sprint® is a 4-week experience consisting
of two virtual workshops, weekly virtual peer coaching sessions and weekly
experimentation on the job. It is targeted to leaders who have no experience with the
Immunity to Change (ITC) framework or leaders who have an existing ITC map and
who would like to either refine their One Big Thing (OBT), create a new OBT or
look at the entire ITC map with a new lens and go deeper in the journey of
self-discovery.  The Developmental Sprint® follows a set structure and
continuity of participation is key to your experience and the impact this
experience can make. Therefore, please ensure that you can attend both the
Developmental Sprint Webinar 1 and Developmental Sprint Webinar 2, and can
commit time to practice before registering.",,
02de23ba-ea93-490a-9b9a-c07ae5b9bb64,Keep,Corporate Functions,Personal care for you and your Team,"Personal care for you and your Team is a series of sessions facilitated by Ralph Weickel, that provide a platform for P&O leaders, P&O people managers and P&O associates to understand the process of change. The sessions will continue to create a space for P&O People Managers and associates to meet their needs as individual professionals and as team leaders.",,
13e38e65-e7db-47a3-9972-c083e225200d,Keep,Global Drug Development,CRA WelcoME! Onboarding Step 3 Practical Monitoring Workshop,You will take a Deep-Dive into a real-life Monitoring Case Study to consolidate everything that you have learnt in your Onboarding Journey.,,
97f68c34-1978-4360-9b24-c0967650b2be,Keep,Corporate Functions,U: Grow - Lounge,"U: Grow Lounge are times that coaches are available to provide advice, support and coaching on any aspect of your immunity to change map and personal experiments. Please register below to join a session.",,
9f9260e6-b4dc-4be7-8594-c0949e2d2250,Keep,Corporate Functions,Module 3 - Inspired: cultivating positive purpose,"This is module 3 (of 5) of the “Living an inspired, curious, and unbossed Novartis culture through mindfulness” series.  Our modern life is highly interconnected and complex. It can be experienced as being challenging, yet volatile, uncertain, and ambiguous – depending on the mindset we are navigating in. Neuroscience, findings enable us to better understand how our mental and emotional make-up is affected by our experiences and how these impact our physical, mental, and social wellbeing. They also provide insights into the mechanisms of mindfulness like attention and emotion regulation and self-awareness and how these help us to better regulate ourselves. In this series, we explore how mindfulness can help us to better understand our complex minds and cultivate qualities that are inherent and helpful for us in our lives. It consists of 5 modules, combining neuroscience of the brain, discussions and mindfulness practices. oModule 1: Introduction to the art of being present oModule 2: Curious: being ope",,
613e6282-6c87-49f8-8430-c3b642050d02,Keep,NBS,SV for Reviewer role,"This class addresses how to use the SecureVault, a secure, cloud-based, file-sharing online platform, enabling associates across Novartis to share information classified up to 'Strictly Confidential' with internal users and external partners. 
In this class you will learn from the perspective of the Reviewer role - 
 
how to use the clinical and non-clinical exchange 
how to understand the permissions 
how to manage folders and files, download, upload and delete files 
how to understand application alerts and notifications  
 
For a complete Curriculum outline, click here. This class is designed for people using a laptop, therefore, running the session on yours is recommended.",no,other
51f868c7-a68d-4e3a-9c9f-c3c03d782d00,Keep,Global Drug Development,CMO&PS Project Management Forum – Application of Lean Six Sigma to Process Improvement projects,"We are excited to invite you to our next CMO&PS Project Management Forum, a community for continuous learning and discussion to support project management excellence within CMO&PS. These one-hour forums are offered quarterly and all are welcome to join.   During our next one-hour session, we will cover: 

•The types of projects for which Lean Six Sigma is useful 

•The key steps in applying this methodology 

•Overview of a recent project within CMO&PS where this was applied",,
7f397cab-5660-41d8-a483-c3d0321a6e14,Keep,Global Drug Development,Feedback sessions for managers: drive accountability and make feedback safe,"In this session, managers will learn how to leverage the Evolve process to drive accountability in their team and provide difficult feedback in a way that addresses issues, and is safe and supportive at the same time. At the end of this workshop you should be able to: 

• Identify practices and actions you can take to hold your associates accountable, through the yearly performance management process. 
• Share feedback in a way that is impactful and safe for your team members.  

This workshop is for GDD managers. There is no pre-requirement. However, attending a Feedback2feedforward workshop as a complement is recommended.",,
af41811f-9f07-495b-9431-c3cd72662904,Keep,NBS,SharePoint Modify Home Page and WebParts,"This class is designed for Novartis Site Owners who would like to know how to make modifications to their Home Page or to add additional pages to their site.   

For a complete course outline: click here  

Prerequisites:   

SharePoint Overview (or equivalent experience)  

SharePoint Lists and Libraries (or equivalent experience)  

SharePoint Views (or equivalent experience)  

SharePoint Site Owner Overview (or equivalent experience)  

To view the recommended training path: click here  

Class not applicable but require assistance? Post your questions in the SharePoint Experts Yammer group: click here  

To register for a LIVE Instructor Led Session,  scroll down to locate the desired session, click the View Details button, and then click the corresponding Request button.   

To launch the RECORDED Instructor Led Session: click here",,
0ca7001c-5641-439e-a681-c3d124f4af4e,Keep,SANDOZ,ATP Meeting (Across the Pond),ATP Meeting (Across the Pond),,
aac4ddb2-e5ec-4bd0-89a2-4f117d42b216,Keep,Novartis Learning Institute,Feedback2Feedforward – Live Practice Session - English,"Feedback2Feedforward consists of two parts:  

An online-module to build initial knowledge (approximately 40 minutes), followed by
A workshop / live practice session (2.5-hours) with peer coaching groups. 

The online-module must be completed before joining the Live Practice Session.  
On completion of the course, you should be able to: 

Become more comfortable having honest and timely Feedback2Feedforward conversations
Build skill and confidence in using a structured framework called COIN to give and receive constructive feedback
Prepare to deliver effective Feedback2Feedforward conversations with others",,
669d9c17-e47e-41e9-8d72-4f1d312ac482,Keep,NBS,"Finance""High-impact communications""(FHICC_Finance Academy)","The Finance “High-impact communications and culture” training focuses on building strong, agile communications skills to be successful in a wide range of situations.   There are three core modules in FHICC Wave 1, each of which is ½-day long (4 hours):  Module 1: “Communicate to build connections,” which focuses on basic communications, building rapport, the role of empathy and emotional intelligence in communications, and cross-cultural communication. This also covers different communication styles and how to adapt to other styles.  Module 2: “Storytelling to engage,” to help people engage, motivate and build trust with people around them, foster a sense of purpose and build communities through stories. The group will explore why stories connect people, what this means for organizations and how this works in a business environment. Participants will have the opportunity to practice telling stories.  Module 3: “Presenting with presence,” where specific tips, tricks and tools around how to de",,
69091244-a804-419d-b8bb-4f39199a8f14,Keep,Novartis Learning Institute,Evolve Live,"Join members of the Evolve team for an opportunity to ask questions, share best practice, and learn from the experiences of others. This is an open session to support you and your team on the Evolve journey. We'll cover different topics based on your feedback and suggestions. Come join us!",,
ea2262cb-00bf-42ba-99d7-4f3c53884a8e,Keep,CTS,P&OS AgileNOW Ambassadors Onboarding Camp,This event will help all the Agile ambassadors to have an overview of Agile related topics so that they can support the P&OS Agile needs.,,
b9f319e5-8186-4e80-98af-4f4260cf0e2e,Keep,Global Drug Development,Downstream Process Development Lunch & Look,An introduction to Downstream Process (DSP) Development will be provided followed by a tour through our DSP development labs and non-GMP DS manufacturing facilities.,,
3a89994f-d62c-4535-9818-4f50f430d535,Keep,Novartis Learning Institute,Resolving Conflict and Disagreement,"A blended learning approach is being used for this program, whereby you will do self-study (video, book extracts, eLearnings and exercises) for knowledge building at your own pace. This will be followed by a live classroom session where you focus on application, practice, observation and feedbackThe Resolving Conflict and Disagreement program teaches skills for conflict resolution to improve a current situation or relationship of personal significance, identified prior to the learning. COURSE FEE / CANCELLATIONS:Your seat in the training will be charged to your Division, not to your individual cost center;Cancellations made within 28 days of the program start date and no-shows will be charged and reported to your Division, regardless of the reason for non-attendance ;If in doubt of your possibility to attend, please unregister before this cancellation period and allow someone else the possibility to register.In the event of a cancellation from your side within 28 days of the program, including not showing up",,
de0790a4-bdd6-4a9d-8bbd-4f4f6e4939a7,Keep,SANDOZ,Legal Academy,"We are looking for a broad range of topics, from IP or legal developments, litigations or deals you have been involved in, challenges or opportunities in your country or region, digital developments that will take Legal to the next level.....really anything that you think may help or interest our Legal & IP community!   

For anyone new: these are one-off sessions to spark interest and discussions on current topics. We set them up ad hoc to cater to demand (no upper limit on how many we have!) and we keep them to maximum 1 hour to help calendar-juggling.   

All presentations are uploaded to the Novartis Legal Learning Hub (The Learning Hub - Home (novartis.net)) to strengthen our OneNovartisLegal community",,
f7e4392d-75e7-4cb5-b788-4f5dcfe7b907,Keep,NBS,P&OS Training session,Training session offered to all P&O Services associates.,,
db47c3fd-a601-4ce9-a1d2-51de1212a73f,Keep,NIBR,MSD Science Exchange Meetings,"The MSD Science Exchange Meetings enable MSD associates at all levels to share their work, learn from each other, hear about new technologies and listen to selected guest speakers.",,
507016b1-1ae8-4228-9f49-520f283ef7ff,Keep,NBS,P2P ACADEMIES (SIM / VIM / SRM),Sessions on how to use & Tips on Sim / Vim and SRM,,
3f414427-9925-406b-ab12-5214ce6f961c,Keep,SANDOZ,"Miscellaneous (Product Knowledge, Selling Skill, Compliance etc.)",Training has been conducted on Product related Knowledge,,
8a758279-8582-4481-91ba-5224abae7b9e,Keep,Novartis Learning Institute,U: Grow - Launch webinar,"ULE Personal Growth is a 14-week experience consisting of four webinars, virtual peer coaching (Pod) sessions and weekly experimentation on the job. There are two key phases within the ULE Personal Growth Journey - The Developmental Sprint® and the Pod Workout.  ULE Personal Growth follows a set structure and continuity of participation is key to your experience and the impact this experience can make. Therefore, please ensure that you can attend all four webinars according to the dates below.",,
b44b6a6d-9408-4f75-ab52-5227da871baf,Keep,Global Drug Development,GDO Project Management Forum,Forum on a variety of Project management topics,,
04609db7-8d40-4a0f-b787-521b6cfc5d84,Keep,CTS,TPRM Training Sessions for Business Owners-Sell Side US & Canada,We would like to invite you to familiarize yourself in our new training sessions with the important Third Party Risk Management Program of Novartis. In these events we would like to introduce you with the following elements:  • What is the Third Party Risk Management Program and why is it so important for Novartis? • What is the scope of the program? • Who is the business owner and what are his / her responsibilities? • What is the process of the Third Party Risk Assessments? • What are your obligations to help protect yourself and Novartis? • What support and tools are available for you?,,
1dc8a32b-c58b-45a2-bb66-5512e22368d4,Keep,Global Drug Development,CMO&PS Project Management Forum – Application of Lean Six Sigma to Process Improvement projects,"We are excited to invite you to our next CMO&PS Project Management Forum, a community for continuous learning and discussion to support project management excellence within CMO&PS. These one-hour forums are offered quarterly and all are welcome to join.   During our next one-hour session, we will cover: 

•The types of projects for which Lean Six Sigma is useful 

•The key steps in applying this methodology 

•Overview of a recent project within CMO&PS where this was applied",,
18c625e6-ea4f-4262-992e-5510de0a81e0,Keep,NBS,FRA Onboarding,Onboarding mandatory training for all new comers,,
47d59b78-a1fd-4ee0-b414-553dab376d17,Keep,Global Drug Development,Individual Training Certificate,Individual Training Certificate for Div. Trainings in TRD PHAD and ARD,,
95a17f3e-ff76-4fd0-8a6f-5857e7034ccf,Keep,NBS,SharePoint Configure Permissions,"This class is designed for Novartis Site Owners who need to learn how to assign and manage permissions to their SharePoint Site.  This topic covers how to provide permission to the entire site, how to provide permission to individual content in the site, and overall Best Practice for assigning and managing permissions.  

For a complete course outline: click here  

Prerequisites:   

SharePoint Overview (or equivalent experience)  

SharePoint Lists and Libraries (or equivalent experience)  

SharePoint Views (or equivalent experience)  

SharePoint Site Owner Overview (or equivalent experience)  

To view the recommended training path: click here  

Class not applicable but require assistance? Post your questions in the SharePoint Experts Yammer group: click here  

To register for a LIVE Instructor Led Session,  scroll down to locate the desired session, click the View Details button, and then click the corresponding Request button.   

To launch the RECORDED Instructor Led Session: click here",,
95a17f3e-ff76-4fd0-8a6f-5857e7034ccf,Keep,NBS,SharePoint Configure Permissions,"This class is designed for Novartis Site Owners who need to learn how to assign and manage permissions to their SharePoint Site.  This topic covers how to provide permission to the entire site, how to provide permission to individual content in the site, and overall Best Practice for assigning and managing permissions.  

For a complete course outline: click here  

Prerequisites:   

SharePoint Overview (or equivalent experience)  

SharePoint Lists and Libraries (or equivalent experience)  

SharePoint Views (or equivalent experience)  

SharePoint Site Owner Overview (or equivalent experience)  

To view the recommended training path: click here  

Class not applicable but require assistance? Post your questions in the SharePoint Experts Yammer group: click here  

To register for a LIVE Instructor Led Session,  scroll down to locate the desired session, click the View Details button, and then click the corresponding Request button.   

To launch the RECORDED Instructor Led Session: click here",,
e44cdade-e6de-420f-8909-5878ef3d3493,Keep,NBS,TPRM Training Sessions for Business Owners-Americas,We would like to invite you to familiarize yourself in our new training sessions with the important Third Party Risk Management Program of Novartis. In these events we would like to familiarize you with the following elements: • What is the Third Party Risk Management Program and why is it so important for Novartis? • What is the scope of the program? • Who is the business owner and what are his / her responsibilities? • What is the process of the Third Party Risk Assessments? • What are your obligations to help protect yourself and Novartis? • What support and tools are available for you?,,
0f648c12-ebcf-477a-8b6b-588592cff2fc,Keep,Global Drug Development,Feedback sessions for managers: drive accountability and make feedback safe,"In this session, managers will learn how to leverage the Evolve process to drive accountability in their team and provide difficult feedback in a way that addresses issues, and is safe and supportive at the same time. At the end of this workshop you should be able to: 

• Identify practices and actions you can take to hold your associates accountable, through the yearly performance management process. 
• Share feedback in a way that is impactful and safe for your team members.  

This workshop is for GDD managers. There is no pre-requirement. However, attending a Feedback2feedforward workshop as a complement is recommended.",,
dc0558c0-2daf-4183-bbca-5b70eb2829b9,Keep,NBS,Basic Fluorimeter Training_OJT,Basic Fluorimeter Training_OJT,,
f33e758a-9940-48e6-8fba-5b8daf859290,Keep,Novartis Learning Institute,Energized for Life presents Mindful Mondays,"Mindfulness helps us stay present and in the moment. It is beneficial to our health and can be a key enabler of wellbeing. Join the Energized for Life team for Mindful Mondays every week during April, discover the benefits of just 10 minutes of mindful practice and start incorporating mindfulness into your day. The success of wellbeing strategies and tools in our lives is often less about the amount of time spent, and more about the quality of time spent. The EfL Wellbeing Program. Take 2s demonstrate what can be done in just 90 seconds so why not take 10 minutes every Monday in April and see what happens...",,
d4118c54-f773-45e1-965e-5ba2119311cc,Keep,Corporate Functions,Finance High-impact coaching & collaboration,"Finance High-impact coaching & collaboration” is a very practical program that runs in between 4-6 sessions (2.5-4 hrs each), with many opportunities to explore and practice tools and techniques. There is ~3-4 hours of pre-work, which allows the time together to be focused on exploring, discussing and putting tools and tactics into practice.
This is being cascaded throughout Finance, starting with the Finance Leadership Team",,
fa18e133-3405-416b-8417-5ba65613eb1e,Keep,Novartis Learning Institute,Feedback2Feedforward – Live Practice Session - English,"Feedback2Feedforward consists of two parts:  

An online-module to build initial knowledge (approximately 40 minutes), followed by
A workshop / live practice session (2.5-hours) with peer coaching groups. 

The online-module must be completed before joining the Live Practice Session.  
On completion of the course, you should be able to: 

Become more comfortable having honest and timely Feedback2Feedforward conversations
Build skill and confidence in using a structured framework called COIN to give and receive constructive feedback
Prepare to deliver effective Feedback2Feedforward conversations with others",,
20d28081-2d58-4b00-a6eb-5baeedce18a5,Keep,NBS,FRAopedia,Knowledge sharing series on various digital technologies and solutions. A session will be held regularly once every two months.,,
39008fd4-0b4a-4709-a96a-5bb37d13aa3e,Keep,Global Drug Development,CRA WelcoME! Onboarding Step 3 Practical Monitoring Workshop,You will take a Deep-Dive into a real-life Monitoring Case Study to consolidate everything that you have learnt in your Onboarding Journey.,,
f17c020c-1f84-4d41-9e02-5bc22027990c,Keep,NIBR,Introduction to the SmartBook Electronic Lab Notebook,"Participant profile: This training is intended for associates who will be working with the SmartBook electronic notebook (web version).
Course objective: SmartBook Web is the electronic lab notebook for NIBR biology labs. This training session covers SmartBook fundamentals, including business rules and best practices. It includes hands-on creation of experiments and integrating of different file types. Additionally it will provide an overview of the SmartBook’s signing functionality and the respective business rules. 
Course content:
SmartBook basics
Working with experiments 
Item and experiment versioning
Signing an experiment in SmartBook


If you want to re-do the training, please contact Rainer Russ",,
1ce926b8-df95-4277-8f29-5bcb15932328,Keep,Corporate Functions,Mental wellbeing in critical times: from conflict to collaboration.,"""Transformations are challenging. They also offer opportunities for growth â€“ as an individual and as a community. In this interactive session we will support you in identifying your growth potential, strengthen individual and community resilience in critical times, and grounding oneself in core values. This is important to stay mentally healthy. We will use various practical exercises and initiate the creation of a personal action plan. Dr Olga Klimecki-Lenz, PhD, focuses on promoting the sustainable development goals i) peace building, ii) high quality education, and iii) health and well-being in her research. She is currently an associated researcher in psychology at the Technical University Dresden, the University of Geneva, the University of LiÃ¨ge and the Laboratory for Peace at the Jimmy and Rosalynn Carter School for Peace and Conflict Resolution, George Mason University, Virginia, USA. In recognition of her ground-breaking research on neural plasticity and conflict resolution, Olga received s",,
17362ee6-0cce-420b-92ff-35a4909f5b26,Keep,NBS,Career Festival 2021 NGSC Prague,"Dear colleagues! We are delighted to announce that our  an exciting event is coming your way. Start or reignite your development journey with new inspiration! Give a boost to your professional growth! “Career Festival” weeks are just around the corner :) You will have a great chance to participate in multiple sessions, get new insights and hands-on experience on topics such as personal branding, interview tips, lifehacks on creating a development plan in the Up4G, hear inspiring career stories from your colleagues. Ask burning-hot questions and receive detailed answers along with useful advice from our leaders and experts. You will have an opportunity to get more clarity on how you can be at your best at work and your next career steps. ",,
d17d965d-c6bb-46a9-bd5b-35c9383535e2,Keep,Corporate Functions,Organization Design,ODyssey Program Expert Track,,
8f5465a6-ab7f-4476-a78a-35e031a4c692,Keep,NBS,P&OS AgileNOW,"During the P&OS AgileNOW training program, you will firstly explore the Agile mindset and principles, to then discover applicable and tangible examples to integrate the agile approach in your day-to-day P&OS job. The course is divided in 2 modules, Agile foundations and Agile in practice.

AgileNOW: Agile Foundations (1 h)

During this session, you will discover answers to the following questions:


	What does Agile mean to us in P&OS?
	Benefits: why Agile and why now?
	Mindset: how can you and your team be more Agile?
	Our guiding Principles and how can we apply them?
	What is next?


AgileNOW: Agile in Practice (1.5 h)

During this session, you will discover answers to the following questions:


	What does Agile looks like in practice?
	Success stories and fails from P&OS: what have we learned so far?
	Agile ceremonies with examples (Stand Up, Kanban, Retrospective etc.)
	Let’s try it out: Taste of Agile practice",,
da20ef02-c3de-4173-9448-ebd2247baec6,Keep,NBS,Microsoft Teams - Breakout Rooms,"Microsoft Teams – Breakout Rooms
This course demonstrates the Microsoft Teams Breakout Room meeting features.  Topics addressed: 

Create Breakout Rooms during a Teams Meeting
Setup Breakout Rooms before a Teams Meeting
Designate others as able to use the Breakout Rooms tool
Manage meeting attendees in Breakout Rooms

For a complete course outline, click here.",,
df4195d1-62cf-434c-8428-ebe790db86d4,Keep,SANDOZ,How to deal with anxiety when you're in fields,"Discussion on theoretical background on anxiety (causes, connection with body, consequences),  practical techniques and lifehacks on how to deal with anxiety (reframing, anchoring, mindshifting, scaling, muscle relaxation, art therapy, white room, grounding exercise and etc)",,
